date,Adj Close,close,high,low,open,volume,daily_return,ma_7,high_52w,low_52w,volatility_14d
2024-04-01,715.67138671875,735.25,736.9000244140625,727.7999877929688,729.0,25199570,0.008573388203017833,735.25,736.9000244140625,727.7999877929688,0.0
2024-04-02,720.3678588867188,740.0750122070312,747.4249877929688,731.625,732.5750122070312,41225446,0.010237859434223295,737.6625061035156,747.4249877929688,727.7999877929688,0.0011769588946753038
2024-04-03,721.414306640625,741.1500244140625,747.8250122070312,735.7000122070312,736.0499877929688,45584386,0.006928926982780216,738.8250122070312,747.8250122070312,727.7999877929688,0.0016544763095205843
2024-04-04,743.461181640625,763.7999877929688,765.0,752.0,752.0,88935066,0.015691473128947805,745.0687561035156,765.0,727.7999877929688,0.00380367148796554
2024-04-05,754.1439208984375,774.7750244140625,777.25,765.0750122070312,769.5,59055902,0.006855132441926576,751.010009765625,777.25,727.7999877929688,0.0036475787078324062
2024-04-08,752.7081909179688,773.2999877929688,778.625,770.7750244140625,777.4749755859375,20482940,-0.005369932054497709,754.7250061035156,778.625,727.7999877929688,0.006948411970653231
2024-04-09,753.6572265625,774.2750244140625,777.4249877929688,770.1500244140625,777.4249877929688,21884494,-0.004051790755849872,757.5178658621652,778.625,727.7999877929688,0.0076268217413490704
2024-04-10,747.7196655273438,768.1749877929688,774.9500122070312,766.4749755859375,774.9500122070312,27807400,-0.008742530882433902,762.221435546875,778.625,727.7999877929688,0.00868336792347325
2024-04-12,739.2512817382812,759.4749755859375,764.9249877929688,756.7249755859375,760.5,41084208,-0.0013478296042899408,764.9928588867188,778.625,727.7999877929688,0.00829943889799694
2024-04-15,727.4490966796875,747.3499755859375,755.0,746.0250244140625,748.7750244140625,23415248,-0.0019031735590274805,765.8785661969866,778.625,727.7999877929688,0.007989283185717233
2024-04-16,734.5304565429688,754.625,756.4500122070312,741.125,743.5,20744886,0.01496301277740417,764.567853655134,778.625,727.7999877929688,0.008434778346348865
2024-04-18,727.4490966796875,747.3499755859375,759.4249877929688,745.5250244140625,754.9000244140625,34234884,-0.010001389036892917,760.6499895368304,778.625,727.7999877929688,0.008975418207585866
2024-04-19,745.2619018554688,765.6500244140625,767.4749755859375,740.125,743.2750244140625,34576434,0.030103258235588674,759.5571376255581,778.625,727.7999877929688,0.011480800480857294
2024-04-22,735.9661254882812,756.0999755859375,778.7000122070312,754.1500244140625,778.7000122070312,42298438,-0.02902277676487968,756.9607020786831,778.7000122070312,727.7999877929688,0.014255184976219117
2024-04-23,733.7273559570312,753.7999877929688,763.25,751.625,763.1500244140625,26827060,-0.012251898476020618,754.9071306501116,778.7000122070312,727.7999877929688,0.01463736332568653
2024-04-24,735.7228393554688,755.8499755859375,760.875,754.5250244140625,757.5,22441580,-0.002178250051567657,754.3892735072544,778.7000122070312,727.7999877929688,0.014399899346354614
2024-04-25,735.260498046875,755.375,759.8499755859375,753.125,753.125,35445204,0.002987551867219917,755.5357055664062,778.7000122070312,727.7999877929688,0.01429164252550745
2024-04-26,734.7981567382812,754.9000244140625,764.0,752.7750244140625,759.9000244140625,24854694,-0.0065798129219108254,755.5749947684152,778.7000122070312,727.7999877929688,0.013596727978525841
2024-04-29,744.3858642578125,764.75,767.2249755859375,753.2750244140625,757.5,36093350,0.00957095709570957,758.0607125418527,778.7000122070312,727.7999877929688,0.013749695708228274
2024-04-30,739.8109741210938,760.0499877929688,769.75,757.4500122070312,764.5999755859375,52307382,-0.005950808185001508,757.2607073102679,778.7000122070312,727.7999877929688,0.013762486757930938
2024-05-02,745.7241821289062,766.125,768.5,760.1749877929688,761.0,33475006,0.006734559789750329,758.692853655134,778.7000122070312,727.7999877929688,0.01392427881900831
2024-05-03,739.567626953125,759.7999877929688,770.2999877929688,753.5999755859375,766.625,31865242,-0.008902673676218817,759.5499965122768,778.7000122070312,727.7999877929688,0.013931216680230164
2024-05-06,741.0520629882812,761.3250122070312,767.25,758.5750122070312,761.0,28793396,0.0004270856859806176,760.3321446010044,778.7000122070312,727.7999877929688,0.013935728773783893
2024-05-07,733.021728515625,753.0750122070312,762.0250244140625,752.0750122070312,760.9749755859375,28480602,-0.010381370784004317,760.0035749162946,778.7000122070312,727.7999877929688,0.014166960915419474
2024-05-08,721.5845947265625,741.3250122070312,748.4749755859375,740.1749877929688,747.9749755859375,41687862,-0.008890622809535708,758.0642874581473,778.7000122070312,727.7999877929688,0.013456046366208623
2024-05-09,704.4776000976562,723.75,743.375,722.6500244140625,737.4749755859375,46281278,-0.01861076787728662,752.2071446010044,778.7000122070312,722.6500244140625,0.013978985113275161
2024-05-10,709.361572265625,718.9500122070312,725.9749755859375,713.4000244140625,719.5,27276608,-0.0007644027699357192,746.3357195172991,778.7000122070312,713.4000244140625,0.010126903144024037
2024-05-13,717.9208984375,727.625,729.9000244140625,715.1500244140625,716.0,27047202,0.01623603351955307,740.8357195172991,778.7000122070312,713.4000244140625,0.009405718877922244
2024-05-14,720.7328491210938,730.4749755859375,732.75,725.1500244140625,726.125,25665142,0.005990670457479773,736.6464320591518,778.7000122070312,713.4000244140625,0.009251038933561202
2024-05-15,709.6575927734375,719.25,729.8499755859375,717.9000244140625,729.8499755859375,38931996,-0.014523499267678453,730.6357160295759,778.7000122070312,713.4000244140625,0.009891882563508769
2024-05-16,720.3875122070312,730.125,731.2750244140625,717.75,723.0250244140625,34945236,0.009819819987131566,727.3571428571429,778.7000122070312,713.4000244140625,0.010333236627214453
2024-05-17,722.286865234375,732.0499877929688,734.0,723.0999755859375,723.0999755859375,20920190,0.012377281854807057,726.0321393694196,778.7000122070312,713.4000244140625,0.010891975140936289
2024-05-21,719.6721801757812,729.4000244140625,734.8499755859375,725.0499877929688,725.0499877929688,43769978,0.005999636844812778,726.8392857142857,778.7000122070312,713.4000244140625,0.010677921686447505
2024-05-22,719.8695068359375,729.5999755859375,732.7999877929688,724.0750122070312,728.9249877929688,39996278,0.0009260044644819638,728.3607090541294,778.7000122070312,713.4000244140625,0.01057775957214172
2024-05-23,736.3468017578125,746.2999877929688,747.8250122070312,728.5250244140625,729.3250122070312,40861920,0.023274912147286764,731.028564453125,778.7000122070312,713.4000244140625,0.012215374302252894
2024-05-24,748.4827880859375,758.5999755859375,759.9500122070312,743.0,743.75,31060206,0.019966353728991595,735.0464215959821,778.7000122070312,713.4000244140625,0.012848656947857385
2024-05-27,753.6627807617188,763.8499755859375,772.5,759.5250244140625,761.6749877929688,29385440,0.0028555326455854874,741.4178466796875,778.7000122070312,713.4000244140625,0.01282778410289226
2024-05-28,755.0440673828125,765.25,768.0250244140625,762.4000244140625,765.0499877929688,27908904,0.0002614367822006627,746.4357038225446,778.7000122070312,713.4000244140625,0.01226647953916798
2024-05-29,744.0921630859375,754.1500244140625,761.9249877929688,750.625,759.0,35147706,-0.006389954658679183,749.5928519112723,778.7000122070312,713.4000244140625,0.01208236951574701
2024-05-30,747.3234252929688,757.4249877929688,761.7999877929688,748.8250122070312,749.5999755859375,33755350,0.010438917371781792,753.596418108259,778.7000122070312,713.4000244140625,0.010235059855968552
2024-05-31,755.5620727539062,765.7750244140625,768.0,757.0,759.5,74079588,0.008262046628127058,758.7642822265625,778.7000122070312,713.4000244140625,0.010046776622061908
2024-06-03,775.615966796875,786.0999755859375,799.5,775.0,799.5,72637256,-0.016760505833724203,764.4499947684152,799.5,713.4000244140625,0.011441729119555648
2024-06-04,731.6848754882812,741.5750122070312,779.5,727.0,778.5,89531240,-0.04743094128833494,762.0178571428571,799.5,713.4000244140625,0.01795035428732587
2024-06-05,765.5520629882812,775.9000244140625,779.7999877929688,741.1749877929688,747.0250244140625,81631650,0.03865332359200206,763.7392926897321,799.5,713.4000244140625,0.02000193430786016
