date,Adj Close,close,high,low,open,volume,daily_return,ma_7,high_52w,low_52w,volatility_14d
2024-04-01,1473.8662109375,1484.7750244140625,1493.9749755859375,1482.5,1492.4749755859375,5013880,-0.005159182765427635,1484.7750244140625,1493.9749755859375,1482.5,0.0
2024-04-02,1476.025146484375,1486.949951171875,1494.0,1475.0,1484.0,8910166,0.0019878377168969005,1485.8624877929688,1494.0,1475.0,0.005053706648330829
2024-04-03,1460.7880859375,1471.5999755859375,1484.449951171875,1468.9000244140625,1482.074951171875,7008292,-0.0070677772252037245,1481.1083170572917,1494.0,1468.9000244140625,0.00477365681922239
2024-04-04,1452.1767578125,1462.925048828125,1479.75,1450.0,1479.75,14490272,-0.01137013088148336,1476.5625,1494.0,1450.0,0.005569621808866398
2024-04-05,1449.3724365234375,1460.0999755859375,1470.800048828125,1456.0,1460.875,7442298,-0.0005305206907247369,1473.2699951171876,1494.0,1450.0,0.005292673043377138
2024-04-08,1475.057373046875,1485.9749755859375,1490.9749755859375,1461.0,1462.9749755859375,8357118,0.015721389896493784,1475.3874918619792,1494.0,1450.0,0.00949083375849295
2024-04-09,1452.896484375,1463.6500244140625,1489.800048828125,1462.5,1489.0,7071414,-0.017024832495592678,1473.7107107979912,1494.0,1450.0,0.010556028561847534
2024-04-10,1468.7044677734375,1479.574951171875,1487.0,1466.3499755859375,1466.3499755859375,9138330,0.009018976237683602,1472.9678431919642,1494.0,1450.0,0.01070664069583374
2024-04-12,1456.370849609375,1467.1500244140625,1486.4749755859375,1463.074951171875,1475.875,15551012,-0.005911730726475819,1470.1392822265625,1494.0,1450.0,0.010108355410750858
2024-04-15,1454.062744140625,1464.824951171875,1482.125,1446.324951171875,1461.0,12902062,0.0026180363941649557,1469.171421595982,1494.0,1446.324951171875,0.00965425972437417
2024-04-16,1454.98095703125,1465.75,1471.175048828125,1450.925048828125,1453.3499755859375,9366184,0.008532029189365256,1469.574986049107,1494.0,1446.324951171875,0.009671399241810449
2024-04-18,1453.5665283203125,1464.324951171875,1486.0,1459.3499755859375,1463.5,19005692,0.0005636837525623505,1470.1785539899554,1494.0,1446.324951171875,0.009230153814769262
2024-04-19,1459.323974609375,1470.125,1474.0,1443.0250244140625,1456.7750244140625,15741778,0.00916406127384499,1467.914271763393,1494.0,1443.0250244140625,0.009252503240087367
2024-04-22,1468.9774169921875,1479.8499755859375,1482.824951171875,1467.800048828125,1472.449951171875,10350362,0.005025654290098663,1470.228550502232,1494.0,1443.0250244140625,0.008988760112813996
2024-04-23,1448.603271484375,1459.324951171875,1493.5,1455.550048828125,1479.0,14605554,-0.01330294038412779,1467.335693359375,1494.0,1443.0250244140625,0.009617542283321507
2024-04-24,1439.5205078125,1450.175048828125,1468.550048828125,1449.5,1463.5,10462776,-0.009104852184403826,1464.9106968470983,1494.0,1443.0250244140625,0.009878250136536192
2024-04-25,1449.2484130859375,1459.9749755859375,1467.9749755859375,1441.5,1442.5,15943926,0.012114367823873484,1464.2178431919642,1494.0,1441.5,0.010290087879473428
2024-04-26,1441.8780517578125,1452.550048828125,1465.0,1450.0,1463.949951171875,9413848,-0.007787084752880049,1462.3321358816963,1494.0,1441.5,0.010015897385198452
2024-04-29,1454.2613525390625,1465.0250244140625,1467.9000244140625,1450.0,1450.0,7247974,0.010362085802801724,1462.4321463448662,1494.0,1441.5,0.010335147358532283
2024-04-30,1456.221923828125,1467.0,1483.074951171875,1462.875,1468.0,11474262,-0.0006811989100817438,1461.9857177734375,1494.0,1441.5,0.009484892270988211
2024-05-02,1455.775146484375,1466.550048828125,1477.324951171875,1464.125,1472.0,14512646,-0.0037024124808933425,1460.085728236607,1494.0,1441.5,0.00819888026820832
2024-05-03,1423.46435546875,1434.0,1474.949951171875,1416.1500244140625,1471.0,17226958,-0.02515295717199184,1456.4678780691963,1494.0,1416.1500244140625,0.01046733059582207
2024-05-06,1409.095703125,1419.5250244140625,1440.0,1418.0,1435.5,7394208,-0.011128509638409962,1452.0893031529017,1494.0,1416.1500244140625,0.010736103241701623
2024-05-07,1391.17822265625,1401.4749755859375,1420.75,1392.0,1415.9749755859375,14517472,-0.010240293967059572,1443.7321602957588,1494.0,1392.0,0.010895789355095834
2024-05-08,1408.1278076171875,1418.550048828125,1432.949951171875,1397.5,1397.5,9439002,0.015062646746422182,1438.8750174386162,1494.0,1392.0,0.011527048958492377
2024-05-09,1383.8822021484375,1394.125,1423.75,1390.0,1413.0,11009612,-0.013358103326256192,1428.7464425223213,1494.0,1390.0,0.01187865150751506
2024-05-10,1397.0845947265625,1407.425048828125,1410.0,1388.074951171875,1396.75,10505096,0.007642777038213711,1420.2357352120537,1494.0,1388.074951171875,0.011764716357284143
2024-05-13,1392.394287109375,1402.699951171875,1406.9749755859375,1384.0,1399.9000244140625,8456620,0.002000090512881038,1411.114292689732,1494.0,1384.0,0.011629783461355634
2024-05-14,1409.6416015625,1420.074951171875,1427.074951171875,1400.0250244140625,1400.9749755859375,7188300,0.01363334529080308,1409.125,1494.0,1384.0,0.012080720813226342
2024-05-15,1405.86962890625,1416.2750244140625,1429.9749755859375,1413.0250244140625,1420.5,5046534,-0.0029742876352956706,1408.6607142857142,1494.0,1384.0,0.011891648170044384
2024-05-16,1414.8778076171875,1425.3499755859375,1427.5,1398.0250244140625,1418.550048828125,14711774,0.0047935754987495655,1412.0714285714287,1494.0,1384.0,0.011421566793545699
